match_attendance,match_home_team_Brisbane Lions,match_home_team_Carlton,match_home_team_Collingwood,match_home_team_Essendon,match_home_team_Geelong,match_home_team_Gold Coast,match_home_team_Hawthorn,match_home_team_Port Adelaide,match_home_team_Richmond,match_home_team_Sydney,match_home_team_West Coast,Capacity,n_games,playoff,start_time_Other Night,start_time_Sunday Afternoon,start_time_Sunday Night,season_Winter,match_weather_type_Overcast,match_weather_type_Storm,match_weather_type_Sunny,match_weather_type_Windy
19.449,0,0,0,0,0,0,0,0,0,1,0,48,4,0,0,0,0,1,0,1,0,0
74.123,0,0,0,1,0,0,0,0,0,0,0,100.024,4,0,1,0,0,1,0,0,1,0
23.302,0,0,0,0,0,1,0,0,0,0,0,22.5,4,0,1,0,0,1,0,0,0,0
33.761,0,0,0,0,1,0,0,0,0,0,0,56.347,3,0,0,1,0,1,0,1,0,0
22.716,0,0,0,0,1,0,0,0,0,0,0,36,4,0,0,0,0,1,1,0,0,0
17.482,0,0,0,0,0,1,0,0,0,0,0,22.5,4,0,1,0,0,1,0,0,0,0
73.163,0,0,1,0,0,0,0,0,0,0,0,100.024,2,0,0,1,0,1,0,0,1,0
40.586,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,1,1,0,0,1,0
24.588,0,0,0,0,1,0,0,0,0,0,0,36,4,0,0,0,0,1,0,1,0,0
42.342,0,1,0,0,0,0,0,0,0,0,0,100.024,4,0,0,0,0,1,0,1,0,0
38.722,0,0,0,1,0,0,0,0,0,0,0,56.347,4,0,1,0,0,1,0,0,1,0
21.863,0,0,0,0,0,0,0,1,0,0,0,45,4,0,1,0,0,1,0,0,1,0
17.93,1,0,0,0,0,0,0,0,0,0,0,41.974,3,0,0,1,0,1,0,0,1,0
16.82,0,0,0,0,0,0,1,0,0,0,0,19,3,0,0,1,0,1,1,0,0,0
38.106,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,0,0,1,0
27.532,0,0,0,0,0,0,1,0,0,0,0,100.024,4,0,0,0,0,1,1,0,0,0
23.565,1,0,0,0,0,0,0,0,0,0,0,41.974,4,0,1,0,0,1,0,0,1,0
34.337,0,0,0,0,0,0,0,0,1,0,0,100.024,3,0,0,1,0,1,0,1,0,0
33.576,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,1,1,0,1,0,0
52.052,0,1,0,0,0,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,0,0
16.168,0,0,0,0,0,1,0,0,0,0,0,22.5,4,0,0,0,0,1,1,0,0,0
38.253,0,0,0,0,0,0,0,0,0,0,1,43.5,4,0,0,0,0,1,1,0,0,0
47.788,0,0,1,0,0,0,0,0,0,0,0,100.024,4,0,1,0,0,1,0,0,0,0
25.025,0,0,0,0,0,0,0,0,0,1,0,83.5,3,0,0,1,0,1,0,0,1,0
14.169,0,0,0,0,0,0,0,1,0,0,0,45,3,0,0,1,0,1,0,0,1,0
42.198,0,0,0,0,0,0,1,0,0,0,0,100.024,4,0,0,0,0,1,1,0,0,0
25.9,0,0,0,0,1,0,0,0,0,0,0,36,4,0,0,0,0,1,1,0,0,0
13.5,1,0,0,0,0,0,0,0,0,0,0,41.974,4,0,1,0,0,1,0,0,1,0
38.023,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,1,0,1,1,0,0,0
34.849,0,0,0,1,0,0,0,0,0,0,0,56.347,3,0,0,0,1,1,1,0,0,0
85.705,0,0,1,0,0,0,0,0,0,0,0,100.024,1,0,1,0,0,1,0,0,0,0
19.314,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,0,0,0,1,1,0,0,0
27.721,0,0,0,0,0,0,0,0,0,1,0,48,5,0,1,0,0,1,1,0,0,0
36.062,0,0,0,0,0,0,0,0,0,0,1,43.5,5,0,1,0,0,1,1,0,0,0
55.606,0,1,0,0,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,0,0
29.34,0,0,0,0,0,0,0,1,0,0,0,53.5,2,0,0,1,0,1,0,0,1,0
32.89,0,0,0,0,0,0,0,0,1,0,0,56.347,2,0,0,0,1,1,0,0,1,0
73.601,0,0,0,0,1,0,0,0,0,0,0,100.024,1,1,1,0,0,1,0,0,1,0
67.502,0,0,1,0,0,0,0,0,0,0,0,100.024,2,1,0,0,0,1,0,1,0,0
90.37,0,1,0,0,0,0,0,0,0,0,0,100.024,1,1,0,1,0,1,0,0,0,1
55.198,0,0,0,0,0,0,1,0,0,0,0,100.024,1,1,1,0,0,1,0,0,0,0
42.803,0,0,0,0,0,0,0,0,0,0,1,43.5,1,1,1,0,0,1,1,0,0,0
87.112,0,0,1,0,0,0,0,0,0,0,0,100.024,1,1,1,0,0,1,0,0,0,0
59.455,0,0,0,0,1,0,0,0,0,0,0,100.024,1,1,0,0,0,1,0,1,0,0
99.537,0,0,1,0,0,0,0,0,0,0,0,100.024,1,1,0,0,0,0,0,0,1,0
78.285,0,0,0,0,0,0,0,0,1,0,0,100.024,1,0,1,0,0,0,0,0,0,0
78.466,0,0,0,0,0,0,1,0,0,0,0,100.024,1,0,1,0,0,0,0,0,0,0
12.79,0,0,0,0,0,1,0,0,0,0,0,22.5,4,0,0,0,0,0,1,0,0,0
21.179,0,0,0,0,0,0,0,1,0,0,0,45,2,0,0,0,1,1,1,0,0,0
25.913,1,0,0,0,0,0,0,0,0,0,0,41.974,1,0,1,0,0,1,0,0,0,0
34.118,0,0,0,1,0,0,0,0,0,0,0,56.347,5,0,0,0,0,1,0,0,1,0
22.242,0,0,0,0,0,0,0,0,0,1,0,48,5,0,0,0,0,1,1,0,0,0
35.674,0,0,0,0,0,0,0,0,0,0,1,43.5,5,0,0,0,0,1,0,0,1,0
34.021,0,0,0,0,0,0,0,0,0,0,0,45,5,0,1,0,0,1,0,0,0,0
57.268,0,0,1,0,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,0,0
69.231,0,0,0,0,1,0,0,0,0,0,0,100.024,1,0,0,0,0,1,0,0,0,1
84.259,0,1,0,0,0,0,0,0,0,0,0,100.024,1,0,1,0,0,1,0,0,0,0
49.826,0,0,0,0,0,0,0,0,1,0,0,100.024,5,0,0,0,0,1,0,0,1,0
19.032,0,0,0,0,0,0,0,1,0,0,0,45,5,0,0,0,0,1,0,0,1,0
17.069,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,1,0
33.524,0,0,0,0,0,0,1,0,0,0,0,100.024,3,0,0,1,0,1,0,0,1,0
73.172,0,1,0,0,0,0,0,0,0,0,0,100.024,5,0,0,0,0,1,1,0,0,0
30.741,0,0,1,0,0,0,0,0,0,0,0,56.347,5,0,0,0,0,1,1,0,0,0
28.261,0,0,0,0,0,0,0,0,0,0,0,45,5,0,1,0,0,1,1,0,0,0
40.08,0,0,0,0,0,0,0,0,0,0,1,43.5,5,0,1,0,0,1,1,0,0,0
21.98,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,1,0,0,1,0,0,1,0
21.952,0,0,0,0,1,0,0,0,0,0,0,36,3,0,0,1,0,1,0,0,0,1
21.049,0,0,0,0,0,0,0,0,0,1,0,48,3,0,0,1,0,1,0,0,1,0
86.932,0,0,1,0,0,0,0,0,0,0,0,100.024,1,0,0,0,0,1,0,1,0,0
15.534,1,0,0,0,0,0,0,0,0,0,0,41.974,4,0,1,0,0,1,0,0,1,0
19.217,0,0,0,0,0,0,1,0,0,0,0,19,3,0,0,1,0,1,1,0,0,0
28.464,0,0,0,0,0,0,0,0,1,0,0,56.347,3,0,0,1,0,1,0,0,1,0
41.649,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,1,1,0,0,1,0
36.361,0,0,0,1,0,0,0,0,0,0,0,56.347,5,0,0,0,0,1,1,0,0,0
18.01,0,0,0,0,1,0,0,0,0,0,0,36,5,0,0,0,0,1,1,0,0,0
11.67,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,1,0,0,0
23.969,0,0,0,0,0,0,0,0,0,1,0,48,5,0,1,0,0,1,0,0,0,0
28.213,0,1,0,0,0,0,0,0,0,0,0,56.347,3,0,0,1,0,1,1,0,0,0
18.522,0,0,0,0,0,0,0,1,0,0,0,45,3,0,0,1,0,1,0,0,0,0
37.202,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,0,0,1,0
35.535,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,1,1,0,0,0
40.352,0,0,0,0,0,0,0,0,1,0,0,100.024,5,0,1,0,0,1,1,0,0,0
27.926,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,1,0,0,1,0,0,0,0
43.26,0,0,0,1,0,0,0,0,0,0,0,56.347,5,0,1,0,0,1,0,0,1,0
75.65,0,0,1,0,0,0,0,0,0,0,0,100.024,1,0,1,0,0,1,0,0,0,0
14.508,0,0,0,0,0,0,0,1,0,0,0,45,5,0,0,0,0,1,1,0,0,0
12.959,0,0,0,0,0,0,1,0,0,0,0,19,5,0,0,0,0,1,1,0,0,0
20.818,0,0,0,0,0,0,0,0,0,1,0,48,5,0,1,0,0,1,0,0,1,0
80.9,0,0,0,1,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,0,0
16.049,1,0,0,0,0,0,0,0,0,0,0,41.974,3,0,0,1,0,1,0,0,1,0
35.917,0,1,0,0,0,0,0,0,0,0,0,56.347,3,0,0,1,0,1,0,0,1,0
38.174,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,0,0,1,0
51.617,0,0,0,0,0,0,0,0,1,0,0,100.024,5,0,0,0,0,1,1,0,0,0
12.416,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,0,0,0,1,0,0,1,0
44.238,0,0,0,0,0,0,0,0,0,0,0,45,5,0,1,0,0,1,0,0,1,0
28.371,0,1,0,0,0,0,0,0,0,0,0,100.024,3,0,0,1,0,1,1,0,0,0
40.905,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,0,0,1,0
17.243,0,0,0,0,1,0,0,0,0,0,0,36,5,0,0,0,0,1,1,0,0,0
16.143,0,0,0,0,0,0,1,0,0,0,0,19,5,0,0,0,0,1,1,0,0,0
24.746,0,0,0,0,0,0,0,1,0,0,0,45,5,0,1,0,0,1,0,0,0,0
42.987,0,0,0,1,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,1,0
15.546,1,0,0,0,0,0,0,0,0,0,0,41.974,3,0,0,1,0,1,1,0,0,0
13.505,0,0,0,0,0,0,0,0,0,1,0,48,3,0,0,1,0,1,0,1,0,0
36.913,0,0,1,0,0,0,0,0,0,0,0,100.024,3,0,0,0,1,1,1,0,0,0
47.632,0,1,0,0,0,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,1,0
43.801,0,0,0,0,0,0,0,0,1,0,0,100.024,3,0,0,0,0,1,1,0,0,0
12.534,0,0,0,0,0,1,0,0,0,0,0,22.5,3,0,1,0,0,1,0,1,0,0
42.785,0,0,0,1,0,0,0,0,0,0,0,56.347,3,0,1,0,0,1,0,0,1,0
26.638,0,0,0,0,0,0,0,1,0,0,0,45,1,0,0,0,1,1,0,0,1,0
34.224,0,0,0,0,0,0,0,0,0,0,1,43.5,1,0,1,0,0,1,0,1,0,0
36.394,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1,0,0,1,0,0,1,0
10.17,0,0,0,0,0,1,0,0,0,0,0,22.5,2,0,1,0,0,1,0,0,0,0
35.492,0,0,0,0,0,0,1,0,0,0,0,100.024,2,0,0,1,0,1,1,0,0,0
27.4,0,0,0,0,0,0,0,0,0,1,0,48,1,0,1,0,0,1,0,0,0,0
62.957,0,0,1,0,0,0,0,0,0,0,0,100.024,3,0,1,0,0,1,1,0,0,0
65.047,0,1,0,0,0,0,0,0,0,0,0,100.024,1,0,1,0,0,1,0,0,1,0
44.891,0,0,1,0,0,0,0,0,0,0,0,100.024,5,0,0,0,0,1,1,0,0,0
33.78,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,1,1,0,0,0
34.592,0,0,0,0,0,0,0,0,0,0,1,43.5,5,0,0,0,0,1,0,0,1,0
40.824,0,0,0,1,0,0,0,0,0,0,0,56.347,5,0,1,0,0,1,0,0,1,0
22.565,0,0,0,0,0,0,0,0,0,1,0,83.5,5,0,1,0,0,1,0,0,0,0
13.736,0,0,0,0,1,0,0,0,0,0,0,36,3,0,0,1,0,1,0,1,0,0
22.144,1,0,0,0,0,0,0,0,0,0,0,41.974,3,0,0,1,0,1,0,0,1,0
75.89,0,0,1,0,0,0,0,0,0,0,0,100.024,1,0,1,0,0,1,0,0,1,0
19.419,0,0,0,0,0,0,0,0,0,1,0,48,5,0,1,0,0,1,1,0,0,0
34.829,0,0,0,0,0,0,0,1,0,0,0,45,5,0,1,0,0,1,0,0,0,0
26.518,0,0,0,0,0,0,1,0,0,0,0,100.024,3,0,0,1,0,1,0,0,1,0
15.824,0,0,0,0,0,1,0,0,0,0,0,22.5,3,0,0,1,0,1,0,0,1,0
17.344,0,0,0,0,0,0,0,1,0,0,0,45,5,0,0,0,0,1,1,0,0,0
10.961,0,0,0,0,0,0,0,0,1,0,0,13.5,5,0,1,0,0,1,0,0,1,0
61.717,0,0,0,0,1,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,1,0
19.228,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,1,0,0,1,0,0,0,0
39.152,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,1,0,0,0
50.066,0,0,0,0,1,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,0,0
83.714,0,0,1,0,0,0,0,0,0,0,0,100.024,5,0,0,0,0,1,1,0,0,0
40.724,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,1,1,0,0,0
16.55,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,1,0
26.834,0,0,0,0,0,0,0,0,0,1,0,48,3,0,0,1,0,1,1,0,0,0
47.432,0,0,0,0,0,0,0,0,1,0,0,100.024,3,0,0,1,0,1,1,0,0,0
44.899,0,0,0,1,0,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,1,0
18.377,0,0,0,0,1,0,0,0,0,0,0,36,5,0,0,0,0,1,1,0,0,0
46.013,0,1,0,0,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,1,0
11.169,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,1,0
14.583,0,0,0,0,0,0,0,1,0,0,0,45,3,0,0,1,0,1,1,0,0,0
35.767,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,0,0,1,0
65.287,0,0,0,0,0,0,1,0,0,0,0,100.024,1,0,1,0,0,1,0,0,0,0
57.873,0,0,1,0,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,1,0
22.193,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,1,0,0,1,0,0,0,0
36.942,0,1,0,0,0,0,0,0,0,0,0,56.347,3,0,0,1,0,1,0,0,1,0
40.03,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,1,1,1,0,0,0
37.812,0,0,0,0,0,0,0,0,0,0,1,43.5,1,0,1,0,0,1,0,0,0,0
35.027,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,1,1,0,0,0
14.657,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,1,0
25.977,0,1,0,0,0,0,0,0,0,0,0,56.347,5,0,1,0,0,1,0,0,0,0
45.827,0,0,0,0,0,0,0,0,0,1,0,83.5,5,0,1,0,0,1,0,0,0,0
14.431,0,0,0,0,0,0,1,0,0,0,0,19,3,0,0,1,0,1,0,0,1,0
28.286,0,0,0,0,0,0,0,0,1,0,0,100.024,3,0,0,1,0,1,0,0,1,0
42.674,0,0,0,1,0,0,0,0,0,0,0,56.347,3,0,0,0,1,1,0,0,1,0
38.169,0,0,0,0,1,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,1,0
59.381,0,0,0,1,0,0,0,0,0,0,0,100.024,5,0,0,0,0,1,0,1,0,0
18.979,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,1,0,0,1,0,0,0,0
44.956,0,0,1,0,0,0,0,0,0,0,0,56.347,5,0,1,0,0,1,0,0,1,0
13.683,0,0,0,0,0,0,0,1,0,0,0,45,3,0,0,1,0,1,1,0,0,0
23.098,0,0,0,0,0,0,1,0,0,0,0,100.024,3,0,0,0,1,1,1,0,0,0
47.59,0,0,0,0,0,0,0,0,1,0,0,100.024,1,0,1,0,0,1,0,0,1,0
13.953,0,0,0,0,0,0,0,1,0,0,0,45,5,0,0,0,0,1,1,0,0,0
31.167,0,0,0,0,0,0,0,0,0,1,0,48,5,0,1,0,0,1,0,0,1,0
15.251,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,0,0
40.527,0,0,0,0,0,0,0,0,0,0,1,43.5,5,0,1,0,0,1,0,0,1,0
18.047,0,0,0,0,1,0,0,0,0,0,0,36,3,0,0,1,0,1,0,0,1,0
50.023,0,0,0,0,0,0,1,0,0,0,0,100.024,1,0,1,0,0,1,0,0,0,0
20.045,0,0,0,0,1,0,0,0,0,0,0,36,5,0,0,0,0,1,0,0,1,0
35.463,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,1,0,0,1,0
56.491,0,0,0,1,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,0,0
31.393,0,1,0,0,0,0,0,0,0,0,0,56.347,3,0,0,1,0,1,0,0,1,0
27.893,0,0,0,0,0,0,0,0,1,0,0,100.024,3,0,0,1,0,1,0,0,1,0
18.289,1,0,0,0,0,0,0,0,0,0,0,41.974,3,0,0,0,1,1,0,0,1,0
85.639,0,0,0,0,0,0,1,0,0,0,0,100.024,1,1,1,0,0,1,0,0,1,0
44.849,0,0,0,0,0,0,0,0,0,0,0,45,2,1,0,0,0,1,1,0,0,0
44.46,0,0,0,0,1,0,0,0,0,0,0,100.024,2,1,1,0,0,1,0,0,1,0
41.79,0,0,0,0,0,0,0,0,0,0,1,43.5,1,1,0,1,0,1,0,0,1,0
31.742,0,0,0,0,0,0,0,0,0,0,0,45,1,1,1,0,0,1,0,0,0,0
65.483,0,0,1,0,0,0,0,0,0,0,0,100.024,1,1,1,0,0,1,0,0,0,0
57.156,0,0,0,0,0,0,0,0,0,1,0,83.5,1,1,1,0,0,1,0,0,0,0
69.146,0,0,0,0,0,0,1,0,0,0,0,100.024,1,1,1,0,0,1,0,0,1,0
99.683,0,0,0,0,0,0,1,0,0,0,0,100.024,1,1,0,0,0,1,0,1,0,0
42.218,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1,0,0,0,0,0,0,0
80.971,0,1,0,0,0,0,0,0,0,0,0,100.024,1,0,1,0,0,0,0,0,0,0
13.832,0,0,0,0,0,1,0,0,0,0,0,22.5,3,0,1,0,0,0,0,0,1,0
76.3,0,0,0,0,0,0,1,0,0,0,0,100.024,1,0,0,0,0,1,1,0,0,0
20.372,0,0,0,0,0,0,0,0,0,1,0,48,5,0,0,0,0,1,1,0,0,0
21.308,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,0,0,0,1,0,1,0,0
51.153,0,0,0,1,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,0,0
25.122,0,0,0,0,0,0,0,1,0,0,0,45,5,0,1,0,0,1,0,0,0,0
34.152,0,0,0,0,1,0,0,0,0,0,0,56.347,3,0,0,1,0,1,0,0,1,0
84.247,0,0,1,0,0,0,0,0,0,0,0,100.024,3,0,0,1,0,1,0,0,1,0
38.389,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,0,0,1,0
43.241,0,0,0,0,1,0,0,0,0,0,0,56.347,5,0,1,0,0,1,0,0,1,0
12.961,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,1,0
44.045,0,0,0,0,0,0,0,0,1,0,0,56.347,3,0,0,1,0,1,1,0,0,0
72.254,0,0,1,0,0,0,0,0,0,0,0,100.024,3,0,0,1,0,1,1,0,0,0
40.707,0,0,0,0,0,0,0,1,0,0,0,45,3,0,0,0,1,1,1,0,0,0
31.06,0,0,0,0,0,0,0,0,0,1,0,48,1,0,1,0,0,1,0,0,0,0
12.619,0,0,0,0,0,0,1,0,0,0,0,19,5,0,0,0,0,1,1,0,0,0
81.95,0,0,0,0,0,0,0,0,1,0,0,100.024,5,0,0,0,0,1,0,0,1,0
38.674,0,0,0,0,0,0,0,0,0,0,1,43.5,5,0,1,0,0,1,0,0,1,0
11.332,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,0,0
24.684,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,1,0,1,1,0,0,0
93.373,0,0,0,1,0,0,0,0,0,0,0,100.024,2,0,0,0,0,1,0,0,1,0
44.711,0,1,0,0,0,0,0,0,0,0,0,100.024,4,0,1,0,0,1,1,0,0,0
26.132,0,0,0,0,0,0,0,1,0,0,0,45,4,0,1,0,0,1,0,0,1,0
19.018,1,0,0,0,0,0,0,0,0,0,0,41.974,2,0,0,1,0,1,0,0,1,0
42.103,0,0,0,0,0,0,1,0,0,0,0,100.024,2,0,0,0,1,1,1,0,0,0
40.071,0,0,1,0,0,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,0,0
30.143,0,0,0,1,0,0,0,0,0,0,0,56.347,5,0,0,0,0,1,1,0,0,0
37.324,0,0,0,0,0,0,0,0,0,0,0,45,5,0,1,0,0,1,1,0,0,0
10.552,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,0,0
55.625,0,0,0,0,0,0,0,0,1,0,0,100.024,5,0,1,0,0,1,0,0,1,0
23.315,0,0,0,0,0,0,0,0,0,1,0,48,3,0,0,1,0,1,1,0,0,0
35.286,0,1,0,0,0,0,0,0,0,0,0,100.024,3,0,0,1,0,1,0,0,1,0
36.163,0,0,0,0,0,0,0,0,0,0,1,43.5,3,0,0,1,0,1,1,0,0,0
53.014,0,0,0,0,1,0,0,0,0,0,0,56.347,1,0,1,0,0,1,0,0,0,0
25.372,0,0,0,0,0,0,0,1,0,0,0,45,5,0,0,0,0,1,0,0,1,0
17.614,1,0,0,0,0,0,0,0,0,0,0,41.974,5,0,0,0,0,1,0,1,0,0
54.725,0,0,0,0,0,0,1,0,0,0,0,100.024,5,0,1,0,0,1,0,0,0,0
38.146,0,0,0,0,0,0,0,0,0,0,1,43.5,1,0,1,0,0,1,0,0,0,0
33.915,0,0,0,1,0,0,0,0,0,0,0,56.347,5,0,0,0,0,1,1,0,0,0
10.513,0,0,0,0,0,0,1,0,0,0,0,19,5,0,0,0,0,1,0,0,1,0
13.52,0,0,0,0,0,1,0,0,0,0,0,22.5,5,0,1,0,0,1,0,0,1,0
66.768,0,0,1,0,0,0,0,0,0,0,0,100.024,5,0,1,0,0,1,0,0,1,0
22.546,0,0,0,0,0,0,0,0,0,1,0,48,5,0,1,0,0,1,0,0,1,0
29.936,0,1,0,0,0,0,0,0,0,0,0,56.347,3,0,0,1,0,1,1,0,0,0
39.148,0,0,0,0,0,0,0,0,1,0,0,100.024,3,0,0,1,0,1,1,0,0,0
